AC	ID	DE	AU	SE	SS	GA	TC	NC	TP	BM	CB	SM	DR	RN	RM	RT	RA	RL	WK	SQ	CC	PI	CL	**
RF00485	K_chan_RES	Potassium channel RNA editing signal	Moxon SJ; 0000-0003-4644-1816	PMID:15361858	Published; PMID:15361858; Moxon SJ	51.00	51.00	50.90	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000233; mature_transcript;;GO; 0006382; adenosine to inosine editing;	[1]	15361858	Control of human potassium channel inactivation by editing of a small mRNA;hairpin.	Bhalla T, Rosenthal JJ, Holmgren M, Reenan R	Nat Struct Mol Biol 2004;11:950-956.	Potassium_channel_RNA_editing_signal	85	This family represents a group of sequences related to the human potassium;channel Kv1.1 hairpin element which directs the efficient modification of;an adenosine to inosine by an adenosine deaminase acting on RNA (ADAR).;The ADAR modification causes an isoleucine/valine recoding event which;lies in the ion-conducting pore of the potassium channel. It is thought;that this editing event targets the process of fast inactivation and;allows a more rapid recovery from inactivation at negative potentials [1].			
RF04217	mir-297	mir-297 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	90.00	91.20	84.00	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000204;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;;GO; 1990830; cellular response to leukemia inhibitory factor;;GO; 0071391; cellular response to estrogen stimulus;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	11	This family represents the microRNA (miRNA) precursor mir-297 imported;from miRBase.			
RF01765	srg1	srg1	Gardner PP; 0000-0002-7808-1213;Moore B; 0000-0002-4074-1933	Gardner PP	Predicted; Gardner PP	70.00	144.00	36.40	Gene;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;;GO; 0045892; negative regulation of transcription, DNA-templated;	[1]	15175754	Intergenic transcription is required to repress the Saccharomyces;cerevisiae SER3 gene.	Martens JA, Laprade L, Winston F	Nature. 2004;429:571-574.	SRG1_RNA	2				
RF03032	narK	narK RNA	Weinberg Z; 0000-0002-6681-3624	Weinberg Z	Published; PMID:28977401;	43.20	43.20	42.40	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 26.05 -Z 742849.287494 --mxsize;128 CM SEQDB	SO; 0005836; regulatory_region;	[1]	28977401	Detection of 224 candidate structured RNAs by comparative analysis of;specific subsets of intergenic regions.	Weinberg Z, Lunse CE, Corbino KA, Ames TD, Nelson JW, Roth A, Perkins KR,;Sherlock ME, Breaker RR	Nucleic Acids Res. 2017;45:10811-10823.	NarK_RNA_motif	308	Betaproteobacteria and Gammaproteobacteria. Downstream gene			
RF01301	snoR4a	Small nucleolar RNA snoR4a	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	50.00	58.50	35.20	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	URL; http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home;;URL; http://lowelab.ucsc.edu/snoRNAdb/;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;;snoopy; Arabidopsis_thaliana300074;	[1]	11780637	Multiple snoRNA gene clusters from Arabidopsis.	Brown JW, Clark GP, Leader DJ, Simpson CG, Lowe T	RNA. 2001;7:1817-1832.	Small_nucleolar_RNA	2				
RF02584	KRAS_3UTR	KRAS 3' UTR cis-regulatory element	Argasinska J; 0000-0003-2678-2824	Argasinska J	Predicted; RNAfold;	49.00	49.70	47.90	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 0 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	SO; 0005836; regulatory_region;	[1]	26930719	Cis-acting elements in its 3' UTR mediate post-transcriptional regulation;of KRAS.	Kim M, Kogan N, Slack FJ	Oncotarget. 2016; [Epub ahead of print]	KRAS	2	AU-rich 49 nt fragment in KRAS 3'UTR. Its sequence but not the secondary;is necessary and sufficient for reporter repression in HeLa cells.			
RF03456	mir-724	mir-724 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	83.00	83.70	41.90	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001616;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	8	This family represents the microRNA (miRNA) precursor mir-724 imported;from miRBase.			
RF03664	MIR6288	MIR6288 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	74.00	74.00	73.80	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001696;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	3	This family represents the microRNA (miRNA) precursor MIR6288 imported;from miRBase.			
RF01133	sR3	Small nucleolar RNA sR3	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	41.00	42.10	40.40	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 19.87 -Z 549862.597050 CM SEQDB	URL; http://lowelab.ucsc.edu/snoRNAdb/;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	10775111	Homologs of small nucleolar RNAs in Archaea.	Omer AD, Lowe TM, Russell AG, Ebhardt H, Eddy SR, Dennis PP	Science. 2000;288:517-522.	Small_nucleolar_RNA	19				
RF03238	mir-1542	mir-1542 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	70.00	100.30	43.80	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000485;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-1542 imported;from miRBase.			
RF03836	mir-3547	mir-3547 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	77.00	77.90	48.30	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001788;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-3547 imported;from miRBase.			
RF01339	CRISPR-DR27	CRISPR RNA direct repeat element	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	35.00	35.10	34.50	Gene; CRISPR;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 26 -Z 549862.597050 CM SEQDB	URL; http://crispr.u-psud.fr/crispr/CRISPRHomePage.php;;SO; 0001459; CRISPR;;GO; 0006952; defense response;	[1]	17521438	The CRISPRdb database and tools to display CRISPRs and to generate;dictionaries of spacers and repeats.	Grissa I, Vergnaud G, Pourcel C	BMC Bioinformatics. 2007;8:172.	CRISPR	3				
RF01937	mir-2780	microRNA mir-2780	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	95.50	95.60	95.40	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	SO; 0001244; pre_miRNA;;MIPF; MIPF0000828;;URL; http://www.mirbase.org;;GO; 0016442; RISC complex;;GO; 0035195; gene silencing by miRNA;	[1];[2]	20199675;30423142	MicroRNAs of Bombyx mori identified by Solexa sequencing;miRBase: from microRNA sequences to function.	Liu S, Li D, Li Q, Zhao P, Xiang Z, Xia Q;Kozomara A, Birgaoanu M, Griffiths-Jones S	BMC Genomics. 2010;11:148.;Nucleic Acids Res. 2019;47:D155.	MicroRNA	7				
RF02548	Oskar_OES	Oocyte entry signal (OES) from oskar mRNA	Argasinska J; 0000-0003-2678-2824	Jambor et al, PMID:24572808	Published; PMID:24572808	46.00	46.00	43.90	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 549862.597050 --mxsize;128 CM SEQDB	SO; 0005836; regulatory_region;;GO; 0045451; pole plasm oskar mRNA localization;	[1]	24572808	A stem-loop structure directs oskar mRNA to microtubule minus ends.	Jambor H, Mueller S, Bullock SL, Ephrussi A	RNA. 2014;20:429-439.	Oskar	14	In Drosophila, oskar mRNA harbours a stem-loop structure in the 3’UTR,;called the oocyte entry signal (OES), that promotes dynein-based mRNA;accumulation in the oocyte [1].			
RF00811	mir-84	microRNA mir-84	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	60.00	60.60	49.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000250;;SO; 0001244; pre_miRNA;;GO; 0016442; RISC complex;;GO; 0035195; gene silencing by miRNA;	[1];[2];[3];[4];[5];[6];[7];[8]	19755563;11679671;12672692;12747828;17174894;20062054;21307183;30423142	Repertoire and evolution of miRNA genes in four divergent nematode;species.;An abundant class of tiny RNAs with probable regulatory roles in;Caenorhabditis elegans.;The microRNAs of Caenorhabditis elegans.;MicroRNAs and other tiny endogenous RNAs in C. elegans.;Large-scale sequencing reveals 21U-RNAs and additional microRNAs and;endogenous siRNAs in C. elegans.;Comprehensive discovery of endogenous Argonaute binding sites in;Improved annotation of C. elegans microRNAs by deep sequencing reveals;structures associated with processing by Drosha and Dicer.;miRBase: from microRNA sequences to function.	de Wit E, Linsen SE, Cuppen E, Berezikov E;Lau NC, Lim LP, Weinstein EG, Bartel DP;Lim LP, Lau NC, Weinstein EG, Abdelhakim A, Yekta S, Rhoades MW, Burge CB,;Bartel DP;Ambros V, Lee RC, Lavanway A, Williams PT, Jewell D;Ruby JG, Jan C, Player C, Axtell MJ, Lee W, Nusbaum C, Ge H, Bartel DP;Zisoulis DG, Lovci MT, Wilbert ML, Hutt KR, Liang TY, Pasquinelli AE, Yeo;GW;Warf MB, Johnson WE, Bass BL;Kozomara A, Birgaoanu M, Griffiths-Jones S	Genome Res. 2009;19:2064-2074.;Science. 2001;294:858-862.;Genes Dev. 2003;17:991-1008.;Curr Biol. 2003;13:807-818.;Cell. 2006;127:1193-1207.;Nat Struct Mol Biol. 2010;17:173-179.;RNA. 2011;17:563-577.;Nucleic Acids Res. 2019;47:D155.	Mir-84_microRNA_precursor_family	8	Imported from miRBase.			
RF00449	IRES_HIF1	HIF-1 alpha IRES	Moxon SJ; 0000-0003-4644-1816	http://ifr31w3.toulouse.inserm.fr/IRESdatabase/, INFERNAL	Predicted; RNAFOLD; Moxon SJ	110.00	121.40	105.10	Cis-reg; IRES;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 17 -Z 549862.597050 CM SEQDB	SO; 0000243; internal_ribosome_entry_site;;GO; 0043022; ribosome binding;	[1]	12006670	Hypoxia-inducible factor-1alpha mRNA contains an internal ribosome entry;site that allows efficient translation during normoxia and hypoxia.	Lang KJ, Kappel A, Goodall GJ	Mol Biol Cell 2002;13:1792-1801.	HIF-1_alpha_IRES	17	This family represents the hypoxia-inducible factor 1-alpha internal;ribosome entry site. HIF-1a is a subunit of the HIF-1 transcription;factor, which induces transcription of several genes involved in the;cellular response to hypoxia. The HIF-1a IRES allows translation to be;maintained under hypoxic cell conditions that inhibit cap-dependent;translation [1].			
RF03663	mir-5911	mir-5911 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	84.00	84.00	83.90	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001407;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	3	This family represents the microRNA (miRNA) precursor mir-5911 imported;from miRBase.			
RF01134	sR30	Small nucleolar RNA sR30	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	38.00	41.30	33.10	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	URL; http://lowelab.ucsc.edu/snoRNAdb/;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	10775111	Homologs of small nucleolar RNAs in Archaea.	Omer AD, Lowe TM, Russell AG, Ebhardt H, Eddy SR, Dennis PP	Science. 2000;288:517-522.	Small_nucleolar_RNA	3				
RF01306	sR52	Small nucleolar RNA sR52	Wilkinson A; 0000-0001-7406-0151;Eberhardt R; 0000-0001-6152-1369	Predicted; WAR; Eberhardt R	Predicted; WAR;	50.00	53.20	41.30	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	URL; http://lowelab.ucsc.edu/snoRNAdb/;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	10775111	Homologs of small nucleolar RNAs in Archaea.	Omer AD, Lowe TM, Russell AG, Ebhardt H, Eddy SR, Dennis PP	Science. 2000;288:517-522.	Small_nucleolar_RNA	2				
RF02583	Teg23	S. aureus Teg23 small RNA	Argasinska J; 0000-0003-2678-2824	Carroll et al, PMID:26861020	Predicted; RNAalifold	166.00	166.10	41.50	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 549862.597050 --mxsize;128 CM SEQDB	SO; 0000370; small_regulatory_ncRNA;	[1]	26861020	Genome-wide Annotation, Identification, and Global Transcriptomic Analysis;of Regulatory or Small RNA Gene Expression in Staphylococcus aureus.	Carroll RK, Weiss A, Broach WH, Wiemels RE, Mogen AB, Rice KC, Shaw LN	MBio. 2016;7:e01990-e01915.	Bacterial_small_RNA	6				
RF03451	mir-3188	mir-3188 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	93.00	93.40	51.60	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001488;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-3188 imported;from miRBase.			
RF04210	MIR8643	MIR8643 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	135.00	135.20	134.70	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0002008;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor MIR8643 imported;from miRBase.			
RF01762	whalefall-1	Whalefall-1 RNA	Weinberg Z; 0000-0002-6681-3624	Published; PMID:20230605;	Published; PMID:20230605;	37.00	37.60	35.90	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000655; ncRNA;	[1]	20230605	Comparative genomics reveals 104 candidate structured RNAs from bacteria,;archaea and their metagenomes.	Weinberg Z, Wang JX, Bogue J, Yang J, Corbino K, Moy RH, Breaker RR	Genome Biol. 2010;11:R31.	Whalefall-1_RNA_motif	14				
RF03035	nqrA-Marinomonas	nqrA-Marinomonas RNA	Weinberg Z; 0000-0002-6681-3624	Weinberg Z	Published; PMID:28977401;	95.50	95.50	41.40	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 29.01 -Z 742849.287494 --mxsize;128 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	28977401	Detection of 224 candidate structured RNAs by comparative analysis of;specific subsets of intergenic regions.	Weinberg Z, Lunse CE, Corbino KA, Ames TD, Nelson JW, Roth A, Perkins KR,;Sherlock ME, Breaker RR	Nucleic Acids Res. 2017;45:10811-10823.	NqrA-Marinomonas_RNA_motif	5	Marinomonas (Gammaproteobacteria). Downstream gene			
RF03809	mir-1203	mir-1203 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	102.90	99.00	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000633;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-1203 imported;from miRBase.			
RF03207	mir-3960	mir-3960 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	73.00	73.10	70.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001271;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-3960 imported;from miRBase.			
RF04022	mir-4863	mir-4863 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	100.00	118.40	46.80	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001778;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	2	This family represents the microRNA (miRNA) precursor mir-4863 imported;from miRBase.			
RF01550	TB8Cs3H1	Trypanosomatid snoRNA TB8Cs3H1	Doniger T; 0000-0001-6708-8404;Michaeli S;Unger R;Osuch I	Predicted; WAR;	Predicted; WAR;	45.00	56.00	31.40	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000594; H_ACA_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	15840815	A genome-wide analysis of C/D and H/ACA-like small nucleolar RNAs in;Trypanosoma brucei reveals a trypanosome-specific pattern of rRNA;modification.	Liang XH, Uliel S, Hury A, Barth S, Doniger T, Unger R, Michaeli S	RNA. 2005;11:619-645.	Trypanosome_H/ACA_box_snoRNAs	7				
RF00482	snoF1_F2	Small nucleolar RNA F1/F2/snoR5a	Moxon SJ; 0000-0003-4644-1816	Moxon SJ	Predicted; PFOLD	60.00	60.00	59.80	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000594; H_ACA_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	12007400	Small nucleolar RNAs: an abundant group of noncoding RNAs with diverse;cellular functions.	Kiss T	Cell 2002;109:145-148.	Small_nucleolar_RNA_F1/F2/snoR5a	8	This family contains F1, F2 and snoR5a sequences, all of which are members;of the the H/ACA class of snoRNA that guide the sites of modification of;uridines to pseudouridines [1].			
RF01796	frnS	Fumarate/nitrate reductase regulator sRNA	Moore B; 0000-0002-4074-1933	Published; PMID:20070527	Published; PMID:20070527	60.00	65.80	56.50	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1];[2]	20070527;20075074	Reprogramming of anaerobic metabolism by the FnrS small RNA.;Translational regulation of gene expression by an anaerobically induced;small non-coding RNA in Escherichia coli.	Durand S, Storz G;Boysen A, Moller-Jensen J, Kallipolitis B, Valentin-Hansen P, Overgaard M	Mol Microbiol. 2010;75:1215-1231.;J Biol Chem. 2010;285:10690-10702.	FnrS_RNA	16				
RF00644	mir-27	microRNA mir-27	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	48.50	48.50	47.30	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000036;;SO; 0001244; pre_miRNA;;GO; 0016442; RISC complex;;GO; 0016442; RISC complex;	[1];[2];[3]	17604727;15937218;18256158	A mammalian microRNA expression atlas based on small RNA library;sequencing.;The developmental miRNA profiles of zebrafish as determined by small RNA;cloning.;MicroRNA profile of Marek's disease virus-transformed T-cell line MSB-1:;predominance of virus-encoded microRNAs.	Landgraf P, Rusu M, Sheridan R, Sewer A, Iovino N, Aravin A, Pfeffer S,;Rice A, Kamphorst AO, Landthaler M, Lin C, Socci ND, Hermida L, Fulci V,;Chiaretti S, Foa R, Schliwka J, Fuchs U, Novosel A, Muller RU, Schermer B,;Bissels U, Inman J, Phan Q, Chien M, Weir DB, Choksi R, De Vita G,;Frezzetti D, Trompeter HI, Hornung V, Teng G, Hartmann G, Palkovits M, Di;Lauro R, Wernet P, Macino G, Rogler CE, Nagle JW, Ju J, Papavasiliou FN,;Benzing T, Lichter P, Tam W, Brownstein MJ, Bosio A, Borkhardt A, Russo;JJ, Sander C, Zavolan M, Tuschl T;Chen PY, Manninga H, Slanchev K, Chien M, Russo JJ, Ju J, Sheridan R, John;B, Marks DS, Gaidatzis D, Sander C, Zavolan M, Tuschl T;Yao Y, Zhao Y, Xu H, Smith LP, Lawrie CH, Watson M, Nair V	Cell. 2007;129:1401-1414.;Genes Dev. 2005;19:1288-1293.;J Virol. 2008;82:4007-4015.	miR-27	82	This family represents the microRNA (miRNA) precursor mir-27 imported from;miRBase.			
